"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"FES",0,5.43131704840844,0.644,0.074,0,"X1_CD14Mono","FES"
"DMXL21",0,5.37110123451686,0.824,0.066,0,"X1_CD14Mono","DMXL2"
"IL17RA",0,5.35186079850742,0.874,0.144,0,"X1_CD14Mono","IL17RA"
"AGTRAP",0,5.34192221674928,0.755,0.155,0,"X1_CD14Mono","AGTRAP"
"CLEC4A",0,5.21643840365994,0.51,0.055,0,"X1_CD14Mono","CLEC4A"
"IRAK31",0,5.18274858454801,0.742,0.063,0,"X1_CD14Mono","IRAK3"
"LINC009371",0,5.15096216094053,0.53,0.031,0,"X1_CD14Mono","LINC00937"
"CCNY",0,5.12733839605566,0.592,0.171,0,"X1_CD14Mono","CCNY"
"RETN1",0,5.12012637393829,0.599,0.039,0,"X1_CD14Mono","RETN"
"AP1S21",0,5.05236345370676,0.931,0.244,0,"X1_CD14Mono","AP1S2"
"DPYSL21",0,5.03932044612164,0.506,0.111,0,"X1_CD14Mono","DPYSL2"
"CYP27A11",0,4.94977479981313,0.526,0.026,0,"X1_CD14Mono","CYP27A1"
"S100A121",0,4.93768984759708,0.924,0.04,0,"X1_CD14Mono","S100A12"
"ZYX",0,4.88569857887553,0.642,0.152,0,"X1_CD14Mono","ZYX"
"CYP1B11",0,4.87073568007091,0.749,0.026,0,"X1_CD14Mono","CYP1B1"
"TSPO1",0,4.7001507391833,0.951,0.265,0,"X1_CD14Mono","TSPO"
"ASGR21",0,4.69529415538647,0.473,0.021,0,"X1_CD14Mono","ASGR2"
"VCAN1",0,4.67612403379765,0.99,0.047,0,"X1_CD14Mono","VCAN"
"RBM47",0,4.63356235774675,0.631,0.052,0,"X1_CD14Mono","RBM47"
"SGMS21",0,4.5910092267214,0.463,0.029,0,"X1_CD14Mono","SGMS2"
"BAZ2B",0,4.58133055518118,0.698,0.141,0,"X1_CD14Mono","BAZ2B"
"MCEMP1",0,4.57044715547207,0.452,0.013,0,"X1_CD14Mono","MCEMP1"
"CRTAP1",0,4.48404854819642,0.676,0.11,0,"X1_CD14Mono","CRTAP"
"SRGN1",0,4.4838756052622,0.959,0.284,0,"X1_CD14Mono","SRGN"
"RXRA1",0,4.43000210090475,0.784,0.079,0,"X1_CD14Mono","RXRA"
"ALDH21",0,4.4270465012089,0.815,0.064,0,"X1_CD14Mono","ALDH2"
"PLXNB2",0,4.41778865842822,0.59,0.065,0,"X1_CD14Mono","PLXNB2"
"SULF21",0,4.39853667458474,0.669,0.115,0,"X1_CD14Mono","SULF2"
"MYADM",0,4.3061188197758,0.624,0.159,0,"X1_CD14Mono","MYADM"
"CTSD1",0,4.23702992808636,0.933,0.24,0,"X1_CD14Mono","CTSD"
"CLTC",0,4.2220200400194,0.59,0.187,0,"X1_CD14Mono","CLTC"
"STAB11",0,4.21440155701454,0.517,0.03,0,"X1_CD14Mono","STAB1"
"NCF21",0,4.18742288655737,0.934,0.085,0,"X1_CD14Mono","NCF2"
"EVI51",0,4.18530020457839,0.535,0.071,0,"X1_CD14Mono","EVI5"
"STXBP2",0,4.17933345518789,0.737,0.164,0,"X1_CD14Mono","STXBP2"
"CHP11",0,4.17725236169035,0.625,0.111,0,"X1_CD14Mono","CHP1"
"SERPINB1",0,4.1748130821992,0.853,0.329,0,"X1_CD14Mono","SERPINB1"
"ARHGEF401",0,4.15456266492171,0.522,0.028,0,"X1_CD14Mono","ARHGEF40"
"TIMP21",0,4.14797305328661,0.779,0.073,0,"X1_CD14Mono","TIMP2"
"PYGL1",0,4.13300709749244,0.683,0.046,0,"X1_CD14Mono","PYGL"
"POU2F21",0,4.0959836555457,0.84,0.26,0,"X1_CD14Mono","POU2F2"
"MSRB11",0,4.08204095564724,0.596,0.086,0,"X1_CD14Mono","MSRB1"
"MNDA1",0,4.06819408942908,0.994,0.082,0,"X1_CD14Mono","MNDA"
"LTA4H1",0,4.05665076467224,0.781,0.198,0,"X1_CD14Mono","LTA4H"
"KCNK6",0,4.04420298119547,0.621,0.104,0,"X1_CD14Mono","KCNK6"
"CNPY3",0,4.03551744854462,0.73,0.244,0,"X1_CD14Mono","CNPY3"
"QKI1",0,4.02623960980403,0.74,0.176,0,"X1_CD14Mono","QKI"
"KIAA09301",0,3.99807264446516,0.645,0.106,0,"X1_CD14Mono","KIAA0930"
"CCR21",0,3.98221447972547,0.639,0.051,0,"X1_CD14Mono","CCR2"
"ZNF385A1",0,3.9763508942934,0.578,0.054,0,"X1_CD14Mono","ZNF385A"
"C4orf48",0,3.85581390431582,0.576,0.17,0,"X1_CD14Mono","C4orf48"
"OGFRL11",0,3.83730350603384,0.823,0.098,0,"X1_CD14Mono","OGFRL1"
"ITGAM2",0,3.8222864471632,0.761,0.101,0,"X1_CD14Mono","ITGAM"
"NUMB1",0,3.72092075948776,0.764,0.149,0,"X1_CD14Mono","NUMB"
"RP11-597D13.91",0,3.71423110077122,0.462,0.033,0,"X1_CD14Mono","RP11-597D13.9"
"S100A81",0,3.68842888778648,0.998,0.05,0,"X1_CD14Mono","S100A8"
"RTN3",0,3.67275666195983,0.794,0.157,0,"X1_CD14Mono","RTN3"
"ALDH1A11",0,3.65435780282184,0.597,0.028,0,"X1_CD14Mono","ALDH1A1"
"SCPEP11",0,3.6464785712869,0.778,0.134,0,"X1_CD14Mono","SCPEP1"
"IQGAP11",0,3.612610686127,0.765,0.319,0,"X1_CD14Mono","IQGAP1"
"MCL11",0,3.57712609922696,0.725,0.353,0,"X1_CD14Mono","MCL1"
"RGS2",0,3.56181715965588,0.847,0.077,0,"X1_CD14Mono","RGS2"
"CLEC5A1",0,3.39585426302142,0.358,0.013,0,"X1_CD14Mono","CLEC5A"
"MIS18BP1",0,3.38495272001574,0.796,0.227,0,"X1_CD14Mono","MIS18BP1"
"CYBB1",0,3.34305094240008,0.974,0.118,0,"X1_CD14Mono","CYBB"
"LYZ1",0,3.31015467346969,1,0.068,0,"X1_CD14Mono","LYZ"
"CSTA1",0,3.27872012519254,0.893,0.072,0,"X1_CD14Mono","CSTA"
"RP11-1143G9.41",0,3.24450700588828,0.867,0.058,0,"X1_CD14Mono","RP11-1143G9.4"
"CD442",0,3.24331756850002,0.845,0.358,0,"X1_CD14Mono","CD44"
"TBXAS1",0,3.20218968574647,0.669,0.085,0,"X1_CD14Mono","TBXAS1"
"BLVRB1",0,3.17897446419589,0.826,0.113,0,"X1_CD14Mono","BLVRB"
"CD141",0,3.16355388213761,0.975,0.055,0,"X1_CD14Mono","CD14"
"CD361",0,3.12741105334344,0.917,0.057,0,"X1_CD14Mono","CD36"
"TPP11",0,3.12678647611577,0.655,0.157,0,"X1_CD14Mono","TPP1"
"UBE2D11",0,3.08582018245603,0.658,0.124,0,"X1_CD14Mono","UBE2D1"
"PRRG41",0,3.06747936193747,0.422,0.034,0,"X1_CD14Mono","PRRG4"
"SDCBP1",0,3.0568784497608,0.856,0.248,0,"X1_CD14Mono","SDCBP"
"SHTN1",0,3.02986223986734,0.64,0.05,0,"X1_CD14Mono","SHTN1"
"SNX101",0,3.02227819247509,0.742,0.138,0,"X1_CD14Mono","SNX10"
"NEAT11",0,3.0199493802449,0.979,0.172,0,"X1_CD14Mono","NEAT1"
"S100A91",0,2.98517497567243,0.999,0.067,0,"X1_CD14Mono","S100A9"
"CD331",0,2.97516072965198,0.683,0.055,0,"X1_CD14Mono","CD33"
"METTL7A1",0,2.96994846389222,0.567,0.106,0,"X1_CD14Mono","METTL7A"
"TMEM154",0,2.9656301449992,0.703,0.19,0,"X1_CD14Mono","TMEM154"
"TLR4",0,2.90904668396777,0.631,0.05,0,"X1_CD14Mono","TLR4"
"TMEM167A1",0,2.90287470924718,0.597,0.201,0,"X1_CD14Mono","TMEM167A"
"FGL21",0,2.90058174212809,0.979,0.111,0,"X1_CD14Mono","FGL2"
"PPT11",0,2.86240410050596,0.698,0.156,0,"X1_CD14Mono","PPT1"
"ATP6V0B1",0,2.80476586680044,0.864,0.271,0,"X1_CD14Mono","ATP6V0B"
"IL13RA11",0,2.7706692567003,0.561,0.051,0,"X1_CD14Mono","IL13RA1"
"MYO1F2",0,2.76742277342663,0.934,0.307,0,"X1_CD14Mono","MYO1F"
"GLIPR11",0,2.75956498289092,0.853,0.275,0,"X1_CD14Mono","GLIPR1"
"ARHGAP261",0,2.75074389416466,0.674,0.128,0,"X1_CD14Mono","ARHGAP26"
"FCN11",0,2.74201655941797,0.994,0.076,0,"X1_CD14Mono","FCN1"
"MT-CO1",0,2.7310552473813,0.889,0.388,0,"X1_CD14Mono","MT-CO1"
"FOS1",0,2.72000539566302,0.688,0.049,0,"X1_CD14Mono","FOS"
"STEAP41",0,2.68062063336942,0.461,0.015,0,"X1_CD14Mono","STEAP4"
"SAMHD11",0,2.62970004226857,0.924,0.3,0,"X1_CD14Mono","SAMHD1"
"GLIPR22",0,2.61517466928393,0.711,0.202,0,"X1_CD14Mono","GLIPR2"
"CAPG1",0,2.59571556227567,0.659,0.122,0,"X1_CD14Mono","CAPG"
"SKAP21",0,2.55885869494978,0.719,0.159,0,"X1_CD14Mono","SKAP2"
"MT-ND12",0,2.55526265904266,0.846,0.397,0,"X1_CD14Mono","MT-ND1"
"ZNF1062",0,2.55211473258195,0.831,0.216,0,"X1_CD14Mono","ZNF106"
"LY961",0,2.54128926072526,0.43,0.095,0,"X1_CD14Mono","LY96"
"TLR21",0,2.50146951387288,0.666,0.052,0,"X1_CD14Mono","TLR2"
"ANXA21",0,2.4856702167011,0.873,0.285,0,"X1_CD14Mono","ANXA2"
"SIRPA1",0,2.48444217043915,0.619,0.037,0,"X1_CD14Mono","SIRPA"
"IL1RN",0,2.47936722149317,0.46,0.026,0,"X1_CD14Mono","IL1RN"
"MT-ND31",0,2.4667113033236,0.755,0.41,0,"X1_CD14Mono","MT-ND3"
"CTSB1",0,2.45844134128989,0.857,0.156,0,"X1_CD14Mono","CTSB"
"TMEM176A1",0,2.44262580708298,0.627,0.044,0,"X1_CD14Mono","TMEM176A"
"HNMT1",0,2.4270441923405,0.601,0.047,0,"X1_CD14Mono","HNMT"
"USP152",0,2.42081416563429,0.856,0.324,0,"X1_CD14Mono","USP15"
"EVI2B1",0,2.41557428461208,0.907,0.35,0,"X1_CD14Mono","EVI2B"
"PLAUR",0,2.34089085614928,0.57,0.058,0,"X1_CD14Mono","PLAUR"
"FCGR2A1",0,2.32701690710634,0.746,0.068,0,"X1_CD14Mono","FCGR2A"
"TCEB22",0,2.28377716874446,0.699,0.418,0,"X1_CD14Mono","TCEB2"
"LY862",0,2.273738685394,0.699,0.108,0,"X1_CD14Mono","LY86"
"ACTR21",0,2.22274559694966,0.864,0.359,0,"X1_CD14Mono","ACTR2"
"FCGRT1",0,2.12773390991311,0.914,0.167,0,"X1_CD14Mono","FCGRT"
"LAMTOR11",0,2.11279684102148,0.735,0.325,0,"X1_CD14Mono","LAMTOR1"
"SOD21",0,2.09367727254798,0.767,0.18,0,"X1_CD14Mono","SOD2"
"NAGK1",0,2.09180689172744,0.797,0.174,0,"X1_CD14Mono","NAGK"
"JAML1",0,2.05693609732264,0.924,0.178,0,"X1_CD14Mono","JAML"
"GNS1",0,2.02044328280305,0.641,0.085,0,"X1_CD14Mono","GNS"
"PABPC11",0,2.01076511839512,0.934,0.402,0,"X1_CD14Mono","PABPC1"
"RNF1301",0,2.0091036325344,0.893,0.128,0,"X1_CD14Mono","RNF130"
"GRN1",0,2.0024888144716,0.971,0.131,0,"X1_CD14Mono","GRN"
"CTSZ1",0,1.99091619346152,0.875,0.184,0,"X1_CD14Mono","CTSZ"
"LILRA51",0,1.94838748506697,0.492,0.052,0,"X1_CD14Mono","LILRA5"
"ALDOA1",0,1.94810639320625,0.837,0.369,0,"X1_CD14Mono","ALDOA"
"ENTPD11",0,1.93642171382554,0.639,0.071,0,"X1_CD14Mono","ENTPD1"
"RAC11",0,1.91248213608419,0.835,0.363,0,"X1_CD14Mono","RAC1"
"GLRX2",0,1.87937603640033,0.721,0.368,0,"X1_CD14Mono","GLRX"
"LAMTOR41",0,1.84723158490673,0.705,0.416,0,"X1_CD14Mono","LAMTOR4"
"MT-CO31",0,1.83664251102135,0.707,0.432,0,"X1_CD14Mono","MT-CO3"
"ATP5E1",0,1.80807267062642,0.782,0.417,0,"X1_CD14Mono","ATP5E"
"ACSL11",0,1.80503081821993,0.511,0.046,0,"X1_CD14Mono","ACSL1"
"GNAI21",0,1.80074950974092,0.813,0.315,0,"X1_CD14Mono","GNAI2"
"TMEM176B1",0,1.7772214383001,0.773,0.058,0,"X1_CD14Mono","TMEM176B"
"ARRB21",0,1.774385223288,0.808,0.264,0,"X1_CD14Mono","ARRB2"
"C19orf381",0,1.7652860194506,0.688,0.068,0,"X1_CD14Mono","C19orf38"
"CTSS1",0,1.74767168123811,0.998,0.091,0,"X1_CD14Mono","CTSS"
"C10orf541",0,1.73029216127352,0.873,0.297,0,"X1_CD14Mono","C10orf54"
"PLEKHO11",0,1.68334599326506,0.791,0.229,0,"X1_CD14Mono","PLEKHO1"
"H2AFY1",0,1.67738651597005,0.824,0.276,0,"X1_CD14Mono","H2AFY"
"LRRFIP11",0,1.67171885427971,0.828,0.352,0,"X1_CD14Mono","LRRFIP1"
"DUSP11",0,1.6593728644767,0.581,0.113,0,"X1_CD14Mono","DUSP1"
"CAST2",0,1.59612657157226,0.851,0.349,0,"X1_CD14Mono","CAST"
"AP2S11",0,1.57208680577532,0.716,0.304,0,"X1_CD14Mono","AP2S1"
"CARD161",0,1.54872329893501,0.68,0.307,0,"X1_CD14Mono","CARD16"
"LAPTM52",0,1.54659935417199,0.89,0.379,0,"X1_CD14Mono","LAPTM5"
"EMILIN21",0,1.53942019663195,0.651,0.081,0,"X1_CD14Mono","EMILIN2"
"OAZ11",0,1.5210867172924,0.934,0.32,0,"X1_CD14Mono","OAZ1"
"LILRA21",0,1.50933200256066,0.699,0.057,0,"X1_CD14Mono","LILRA2"
"H3F3A1",0,1.50081294133258,0.857,0.367,0,"X1_CD14Mono","H3F3A"
"IFNGR2",0,1.48782144049378,0.729,0.133,0,"X1_CD14Mono","IFNGR2"
"PYCARD1",0,1.47503846903115,0.851,0.275,0,"X1_CD14Mono","PYCARD"
"FKBP1A1",0,1.46697279641425,0.754,0.328,0,"X1_CD14Mono","FKBP1A"
"RHOA1",0,1.46383076041541,0.771,0.378,0,"X1_CD14Mono","RHOA"
"ARPC51",0,1.45891103286639,0.784,0.369,0,"X1_CD14Mono","ARPC5"
"TKT1",0,1.44403067878995,0.981,0.202,0,"X1_CD14Mono","TKT"
"CCDC88A1",0,1.44001183613109,0.741,0.091,0,"X1_CD14Mono","CCDC88A"
"CD1631",0,1.43598192475847,0.628,0.034,0,"X1_CD14Mono","CD163"
"ARPC1B1",0,1.40914683538396,0.915,0.342,0,"X1_CD14Mono","ARPC1B"
"LCP12",0,1.40376065019715,0.883,0.339,0,"X1_CD14Mono","LCP1"
"GSTP11",0,1.36224373080584,0.881,0.29,0,"X1_CD14Mono","GSTP1"
"THEMIS21",0,1.34840694386494,0.731,0.127,0,"X1_CD14Mono","THEMIS2"
"CTSH1",0,1.29279912855302,0.815,0.138,0,"X1_CD14Mono","CTSH"
"ALOX51",0,1.24918745212978,0.575,0.093,0,"X1_CD14Mono","ALOX5"
"ASAH11",0,1.16650039972731,0.747,0.195,0,"X1_CD14Mono","ASAH1"
"TYROBP1",0,1.13125009148925,0.989,0.172,0,"X1_CD14Mono","TYROBP"
"CD861",0,1.11666508581361,0.611,0.07,0,"X1_CD14Mono","CD86"
"LACTB1",0,1.05980588111802,0.629,0.111,0,"X1_CD14Mono","LACTB"
"ANXA51",0,1.00619275352059,0.869,0.246,0,"X1_CD14Mono","ANXA5"
"CPPED11",0,0.999122057047924,0.772,0.087,0,"X1_CD14Mono","CPPED1"
"BRI31",0,0.997302019622501,0.96,0.233,0,"X1_CD14Mono","BRI3"
"NCOA4",0,0.993964252049395,0.788,0.195,0,"X1_CD14Mono","NCOA4"
"LGALS21",0,0.974702141521991,0.727,0.054,0,"X1_CD14Mono","LGALS2"
"ZEB2",0,0.956549216743726,0.923,0.227,0,"X1_CD14Mono","ZEB2"
"ATP6V1B21",0,0.929313929666456,0.719,0.118,0,"X1_CD14Mono","ATP6V1B2"
"ARPC31",0,0.826572571891642,0.758,0.372,0,"X1_CD14Mono","ARPC3"
"SMCO41",0,0.821573668934922,0.521,0.075,0,"X1_CD14Mono","SMCO4"
"MT-ND22",0,0.805478207485286,0.877,0.387,0,"X1_CD14Mono","MT-ND2"
"HCK",0,0.691198506168215,0.744,0.08,0,"X1_CD14Mono","HCK"
"MPEG11",0,0.670353186737694,0.958,0.095,0,"X1_CD14Mono","MPEG1"
"S100A4",0,0.666429492988406,0.989,0.324,0,"X1_CD14Mono","S100A4"
"CTSA3",0,0.660862688900362,0.68,0.169,0,"X1_CD14Mono","CTSA"
"ITGB22",0,0.59674916047803,0.928,0.306,0,"X1_CD14Mono","ITGB2"
"SLC7A71",0,0.57709053080988,0.784,0.073,0,"X1_CD14Mono","SLC7A7"
"PRAM1",0,0.555832425015098,0.717,0.058,0,"X1_CD14Mono","PRAM1"
"RHOQ1",0,0.517028357712542,0.633,0.15,0,"X1_CD14Mono","RHOQ"
"MPP1",0,0.483940402718083,0.56,0.076,0,"X1_CD14Mono","MPP1"
"TNFAIP21",0,0.479530547559381,0.876,0.072,0,"X1_CD14Mono","TNFAIP2"
"CD681",0,0.395849373810469,0.886,0.084,0,"X1_CD14Mono","CD68"
"AHNAK1",0,0.376577936873815,0.804,0.3,0,"X1_CD14Mono","AHNAK"
"TFEC",0,0.375037636379187,0.638,0.055,0,"X1_CD14Mono","TFEC"
"GPX11",0,0.327278288620404,0.936,0.228,0,"X1_CD14Mono","GPX1"
"TET21",0,0.273959552347576,0.689,0.117,0,"X1_CD14Mono","TET2"
"TNFSF101",0,0.273215492180467,0.849,0.235,0,"X1_CD14Mono","TNFSF10"
"FCGR1A1",1.97626258336499e-323,5.08645090435414,0.451,0.034,5.92878775009496e-320,"X1_CD14Mono","FCGR1A"
"DOK3",5.43472210425371e-323,6.54562665499671,0.387,0.059,1.63041663127611e-319,"X1_CD14Mono","DOK3"
"FOLR3",2.32210853545386e-322,4.66623474758663,0.303,0.014,6.96632560636158e-319,"X1_CD14Mono","FOLR3"
"EIF4EBP11",1.17044151499791e-320,3.57957912504244,0.493,0.094,3.51132454499374e-317,"X1_CD14Mono","EIF4EBP1"
"LSP12",3.5087988814122e-317,1.10494670793248,0.747,0.396,1.05263966442366e-313,"X1_CD14Mono","LSP1"
"CPD1",2.76978972486445e-314,2.39663749502022,0.51,0.102,8.30936917459334e-311,"X1_CD14Mono","CPD"
"AHR",2.00528596689956e-312,9.57607895099552,0.46,0.094,6.01585790069868e-309,"X1_CD14Mono","AHR"
"SCO21",6.50405158349811e-312,1.51531354117413,0.573,0.126,1.95121547504943e-308,"X1_CD14Mono","SCO2"
"OLIG1",3.3490768934813e-299,2.46982504068912,0.44,0.035,1.00472306804439e-295,"X1_CD14Mono","OLIG1"
"SERPINB10",8.84972403048875e-298,13.4724790959807,0.256,0.001,2.65491720914662e-294,"X1_CD14Mono","SERPINB10"
"CES1",9.64667589242456e-297,7.5301849234734,0.344,0.04,2.89400276772737e-293,"X1_CD14Mono","CES1"
"FBN2",6.43015517210271e-294,5.56266330928215,0.408,0.022,1.92904655163081e-290,"X1_CD14Mono","FBN2"
"C14orf21",6.79805131501696e-294,1.75755952211696,0.654,0.428,2.03941539450509e-290,"X1_CD14Mono","C14orf2"
"HLX",2.27187633966607e-292,6.97479296733547,0.434,0.034,6.8156290189982e-289,"X1_CD14Mono","HLX"
"FNDC3B1",9.21059111269587e-291,2.22526142883439,0.522,0.096,2.76317733380876e-287,"X1_CD14Mono","FNDC3B"
"RNF1491",1.29986460447184e-289,1.62853440607187,0.654,0.207,3.89959381341552e-286,"X1_CD14Mono","RNF149"
"IFNGR11",1.12211826680194e-287,2.22424980102716,0.606,0.178,3.36635480040581e-284,"X1_CD14Mono","IFNGR1"
"NRG1",8.99649174209422e-287,6.02767410534942,0.404,0.018,2.69894752262826e-283,"X1_CD14Mono","NRG1"
"VNN3",3.79891198515003e-285,8.83336509587744,0.368,0.018,1.13967359554501e-281,"X1_CD14Mono","VNN3"
"MT-CO2",2.99383938444178e-279,0.401044508300205,0.713,0.425,8.98151815332533e-276,"X1_CD14Mono","MT-CO2"
"LGALS92",5.24725446233666e-279,3.43936751780206,0.592,0.122,1.574176338701e-275,"X1_CD14Mono","LGALS9"
"TPM32",1.0387677280385e-269,0.660546178560619,0.723,0.383,3.11630318411551e-266,"X1_CD14Mono","TPM3"
"C1orf1622",2.01473336149146e-268,0.33162188090763,0.679,0.348,6.04420008447437e-265,"X1_CD14Mono","C1orf162"
"SLC2A3",1.58494929309049e-265,15.0206030673077,0.438,0.121,4.75484787927148e-262,"X1_CD14Mono","SLC2A3"
"TMEM150B1",3.29318240355142e-262,5.14044542613753,0.364,0.02,9.87954721065425e-259,"X1_CD14Mono","TMEM150B"
"MXD1",1.48995571993103e-260,7.89725624571696,0.471,0.099,4.46986715979309e-257,"X1_CD14Mono","MXD1"
"LINC00936",9.5503870614459e-259,6.42343493878188,0.49,0.125,2.86511611843377e-255,"X1_CD14Mono","LINC00936"
"MTMR11",2.69214096579078e-257,0.962836635949424,0.379,0.039,8.07642289737233e-254,"X1_CD14Mono","MTMR11"
"FERMT31",1.59253991980195e-255,0.365973777908339,0.726,0.253,4.77761975940586e-252,"X1_CD14Mono","FERMT3"
"TMEM91",3.67711679741412e-255,1.48893169118452,0.483,0.098,1.10313503922424e-251,"X1_CD14Mono","TMEM91"
"HHEX",3.66804850566773e-251,5.74253259811698,0.581,0.111,1.10041455170032e-247,"X1_CD14Mono","HHEX"
"XIST1",3.40646551321451e-250,1.97531336403686,0.633,0.386,1.02193965396435e-246,"X1_CD14Mono","XIST"
"ZFP36L24",9.86122912631961e-249,1.14865191236414,0.688,0.397,2.95836873789588e-245,"X1_CD14Mono","ZFP36L2"
"HPSE1",1.3839097691565e-248,1.8769931635094,0.457,0.051,4.15172930746949e-245,"X1_CD14Mono","HPSE"
"HSBP11",2.33006310215862e-247,1.05106216164016,0.548,0.199,6.99018930647586e-244,"X1_CD14Mono","HSBP1"
"HP1",3.28148350874784e-242,4.11873048011699,0.323,0.014,9.84445052624351e-239,"X1_CD14Mono","HP"
"IFI30",2.64073428961948e-233,6.11051948564733,0.423,0.065,7.92220286885843e-230,"X1_CD14Mono","IFI30"
"ODF3B",1.55137933090508e-230,6.40015755977871,0.341,0.058,4.65413799271524e-227,"X1_CD14Mono","ODF3B"
"DSC2",1.67884036060451e-226,7.83151620145006,0.377,0.019,5.03652108181352e-223,"X1_CD14Mono","DSC2"
"BPI",5.67323138529353e-225,8.16432334251779,0.336,0.016,1.70196941558806e-221,"X1_CD14Mono","BPI"
"PRKCB1",3.91595130319055e-221,0.374696238580768,0.61,0.329,1.17478539095716e-217,"X1_CD14Mono","PRKCB"
"DAPK1",1.44935593967461e-218,5.10786269332112,0.394,0.041,4.34806781902382e-215,"X1_CD14Mono","DAPK1"
"PLCB13",7.84996555272895e-210,2.20184954427942,0.539,0.106,2.35498966581868e-206,"X1_CD14Mono","PLCB1"
"ADAMTS5",4.60870693892781e-205,6.18224040001535,0.339,0.013,1.38261208167834e-201,"X1_CD14Mono","ADAMTS5"
"BLVRA1",1.19155195164951e-201,1.07614760504452,0.476,0.118,3.57465585494853e-198,"X1_CD14Mono","BLVRA"
"FAM49A1",6.03436627378208e-200,1.92971534136966,0.425,0.103,1.81030988213462e-196,"X1_CD14Mono","FAM49A"
"ITGAX1",2.67030378800467e-198,0.915820475213771,0.538,0.103,8.01091136401401e-195,"X1_CD14Mono","ITGAX"
"CECR6",5.74969973161909e-196,7.14273421124942,0.402,0.014,1.72490991948573e-192,"X1_CD14Mono","CECR6"
"VNN1",2.20223116690256e-186,8.6340709688789,0.318,0.022,6.60669350070767e-183,"X1_CD14Mono","VNN1"
"FAM46A",1.20253637766065e-182,10.6624774687688,0.499,0.113,3.60760913298195e-179,"X1_CD14Mono","FAM46A"
"LRP31",1.09097445378422e-179,4.95201569336231,0.333,0.021,3.27292336135266e-176,"X1_CD14Mono","LRP3"
"ATOX12",3.75495427142083e-179,2.61043728313888,0.483,0.168,1.12648628142625e-175,"X1_CD14Mono","ATOX1"
"MYO1G2",7.30875484955728e-177,1.20080127249917,0.705,0.313,2.19262645486718e-173,"X1_CD14Mono","MYO1G"
"CLEC12B",2.46245659656827e-175,7.29343842167105,0.417,0.028,7.38736978970482e-172,"X1_CD14Mono","CLEC12B"
"TESC",1.04942790220327e-174,0.98427088769633,0.514,0.092,3.1482837066098e-171,"X1_CD14Mono","TESC"
"TLN13",6.42450951068519e-174,0.680710921016542,0.66,0.359,1.92735285320556e-170,"X1_CD14Mono","TLN1"
"SERF22",9.07067111766258e-171,0.801133765003084,0.652,0.418,2.72120133529877e-167,"X1_CD14Mono","SERF2"
"KLF62",9.52754371027718e-166,1.2219950238849,0.571,0.37,2.85826311308315e-162,"X1_CD14Mono","KLF6"
"RNF144B",2.26870199429343e-164,3.72485250430214,0.399,0.059,6.80610598288029e-161,"X1_CD14Mono","RNF144B"
"LINC01127",2.35242383648187e-164,0.490977873646287,0.365,0.015,7.05727150944562e-161,"X1_CD14Mono","LINC01127"
"BASP11",1.35973547352353e-156,1.1279524001073,0.466,0.086,4.07920642057059e-153,"X1_CD14Mono","BASP1"
"DGAT2",2.92031956749758e-156,6.12689533958569,0.346,0.029,8.76095870249273e-153,"X1_CD14Mono","DGAT2"
"LYL11",1.47281263338458e-154,3.31116772974124,0.516,0.134,4.41843790015373e-151,"X1_CD14Mono","LYL1"
"ATP2B1",1.64532935125158e-153,4.48062710368785,0.578,0.257,4.93598805375475e-150,"X1_CD14Mono","ATP2B1"
"MSN2",4.87736072681824e-150,0.797810916274076,0.604,0.371,1.46320821804547e-146,"X1_CD14Mono","MSN"
"MPST1",6.94653473471162e-150,2.45322967555513,0.429,0.097,2.08396042041349e-146,"X1_CD14Mono","MPST"
"ELANE1",7.37787914931803e-149,3.2474577456162,0.334,0.012,2.21336374479541e-145,"X1_CD14Mono","ELANE"
"ADAM9",1.92406101170071e-148,6.53080527295371,0.324,0.043,5.77218303510214e-145,"X1_CD14Mono","ADAM9"
"C9orf471",1.95680930451038e-145,3.68008174956771,0.345,0.009,5.87042791353114e-142,"X1_CD14Mono","C9orf47"
"PDLIM7",6.12633113934498e-143,4.4868426459019,0.325,0.055,1.83789934180349e-139,"X1_CD14Mono","PDLIM7"
"SEMA3C",1.90680274186393e-142,4.75508968172044,0.341,0.025,5.72040822559178e-139,"X1_CD14Mono","SEMA3C"
"CYP1B1-AS1",1.8424276351152e-140,8.69386013659244,0.352,0.018,5.5272829053456e-137,"X1_CD14Mono","CYP1B1-AS1"
"PTP4A21",9.55803817539107e-140,0.503878654771617,0.587,0.377,2.86741145261732e-136,"X1_CD14Mono","PTP4A2"
"MT-ND42",2.45573501965763e-139,0.738641814395842,0.62,0.428,7.3672050589729e-136,"X1_CD14Mono","MT-ND4"
"HTR1F",8.4306073611867e-139,2.44450468708481,0.11,0,2.52918220835601e-135,"X1_CD14Mono","HTR1F"
"LUCAT1",3.40824453327292e-137,3.27139357321593,0.364,0.026,1.02247335998188e-133,"X1_CD14Mono","LUCAT1"
"CMTM2",8.57094654233094e-136,8.74817893202469,0.325,0.022,2.57128396269928e-132,"X1_CD14Mono","CMTM2"
"VENTX1",1.33447970730347e-135,3.91759956684794,0.371,0.034,4.0034391219104e-132,"X1_CD14Mono","VENTX"
"FCAR",1.92364328672858e-135,8.48725788514448,0.375,0.021,5.77092986018575e-132,"X1_CD14Mono","FCAR"
